,cou,date,confirmed,deaths,recovered,totalscore,readingscore,mathscore,sciencescore,cca2,TRY,UPPSRY,BUPPSRY,total population,life expectency both,urban population %,population density,Medical graduates,Dentists graduates,Pharmacists graduates,Midwives graduates,Nursing graduates,Hospitals,General hospitals,Total hospital beds,Beds in publicly owned hospitals,Practising physicians,Generalist medical practitioners,medical group of specialists,Surgical group of specialists,Practising midwives,Practising nurses,"Professional nurses, practising","Associate Professional nurses, practising",Practising pharmacists,Specialist medical practitioners,age,sum,mean,variance,count,snwd,prcp,tmax,tmin
355,DEU,2020-04-02,84794,1107,22440,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0-14,535.4,89.23333000000001,27.34667,6,,,,
356,DEU,2020-04-02,84794,1107,22440,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,15,56762.2,242.5735,55430.44,234,,,,
357,DEU,2020-04-02,84794,1107,22440,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,16,7510.2,43.9193,1560.493,171,,,,
358,DEU,2020-04-02,84794,1107,22440,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,45,912.5,11.26543,36.186040000000006,81,,,,
359,DEU,2020-04-02,84794,1107,22440,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,65,1615.8,67.325,603.3454,24,,,,
360,DEU,2020-04-03,91159,1275,24575,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0-14,535.4,89.23333000000001,27.34667,6,,,,
361,DEU,2020-04-03,91159,1275,24575,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,15,56762.2,242.5735,55430.44,234,,,,
362,DEU,2020-04-03,91159,1275,24575,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,16,7510.2,43.9193,1560.493,171,,,,
363,DEU,2020-04-03,91159,1275,24575,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,45,912.5,11.26543,36.186040000000006,81,,,,
364,DEU,2020-04-03,91159,1275,24575,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,65,1615.8,67.325,603.3454,24,,,,
365,DEU,2020-04-04,96092,1444,26400,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0-14,535.4,89.23333000000001,27.34667,6,,,,
366,DEU,2020-04-04,96092,1444,26400,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,15,56762.2,242.5735,55430.44,234,,,,
367,DEU,2020-04-04,96092,1444,26400,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,16,7510.2,43.9193,1560.493,171,,,,
368,DEU,2020-04-04,96092,1444,26400,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,45,912.5,11.26543,36.186040000000006,81,,,,
369,DEU,2020-04-04,96092,1444,26400,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,65,1615.8,67.325,603.3454,24,,,,
370,DEU,2020-04-05,100123,1584,28700,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0-14,535.4,89.23333000000001,27.34667,6,,,,
371,DEU,2020-04-05,100123,1584,28700,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,15,56762.2,242.5735,55430.44,234,,,,
372,DEU,2020-04-05,100123,1584,28700,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,16,7510.2,43.9193,1560.493,171,,,,
373,DEU,2020-04-05,100123,1584,28700,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,45,912.5,11.26543,36.186040000000006,81,,,,
374,DEU,2020-04-05,100123,1584,28700,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,65,1615.8,67.325,603.3454,24,,,,
375,DEU,2020-04-06,103375,1810,28700,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0-14,535.4,89.23333000000001,27.34667,6,,,,
376,DEU,2020-04-06,103375,1810,28700,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,15,56762.2,242.5735,55430.44,234,,,,
377,DEU,2020-04-06,103375,1810,28700,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,16,7510.2,43.9193,1560.493,171,,,,
378,DEU,2020-04-06,103375,1810,28700,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,45,912.5,11.26543,36.186040000000006,81,,,,
379,DEU,2020-04-06,103375,1810,28700,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,65,1615.8,67.325,603.3454,24,,,,
380,DEU,2020-04-07,107663,2016,36081,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0-14,535.4,89.23333000000001,27.34667,6,,,,
381,DEU,2020-04-07,107663,2016,36081,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,15,56762.2,242.5735,55430.44,234,,,,
382,DEU,2020-04-07,107663,2016,36081,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,16,7510.2,43.9193,1560.493,171,,,,
383,DEU,2020-04-07,107663,2016,36081,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,45,912.5,11.26543,36.186040000000006,81,,,,
384,DEU,2020-04-07,107663,2016,36081,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,65,1615.8,67.325,603.3454,24,,,,
385,DEU,2020-04-08,113296,2349,46300,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0-14,535.4,89.23333000000001,27.34667,6,,,,
386,DEU,2020-04-08,113296,2349,46300,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,15,56762.2,242.5735,55430.44,234,,,,
387,DEU,2020-04-08,113296,2349,46300,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,16,7510.2,43.9193,1560.493,171,,,,
388,DEU,2020-04-08,113296,2349,46300,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,45,912.5,11.26543,36.186040000000006,81,,,,
389,DEU,2020-04-08,113296,2349,46300,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,65,1615.8,67.325,603.3454,24,,,,
390,DEU,2020-04-09,118235,2607,52407,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0-14,535.4,89.23333000000001,27.34667,6,,,,
391,DEU,2020-04-09,118235,2607,52407,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,15,56762.2,242.5735,55430.44,234,,,,
392,DEU,2020-04-09,118235,2607,52407,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,16,7510.2,43.9193,1560.493,171,,,,
393,DEU,2020-04-09,118235,2607,52407,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,45,912.5,11.26543,36.186040000000006,81,,,,
394,DEU,2020-04-09,118235,2607,52407,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,65,1615.8,67.325,603.3454,24,,,,
395,DEU,2020-04-10,122171,2736,53913,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0-14,535.4,89.23333000000001,27.34667,6,,,,
396,DEU,2020-04-10,122171,2736,53913,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,15,56762.2,242.5735,55430.44,234,,,,
397,DEU,2020-04-10,122171,2736,53913,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,16,7510.2,43.9193,1560.493,171,,,,
398,DEU,2020-04-10,122171,2736,53913,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,45,912.5,11.26543,36.186040000000006,81,,,,
399,DEU,2020-04-10,122171,2736,53913,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,65,1615.8,67.325,603.3454,24,,,,
400,DEU,2020-04-11,125452,2871,57400,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0-14,535.4,89.23333000000001,27.34667,6,,,,
401,DEU,2020-04-11,125452,2871,57400,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,15,56762.2,242.5735,55430.44,234,,,,
402,DEU,2020-04-11,125452,2871,57400,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,16,7510.2,43.9193,1560.493,171,,,,
403,DEU,2020-04-11,125452,2871,57400,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,45,912.5,11.26543,36.186040000000006,81,,,,
404,DEU,2020-04-11,125452,2871,57400,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,65,1615.8,67.325,603.3454,24,,,,
405,DEU,2020-04-12,127854,3022,60300,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0-14,535.4,89.23333000000001,27.34667,6,,,,
406,DEU,2020-04-12,127854,3022,60300,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,15,56762.2,242.5735,55430.44,234,,,,
407,DEU,2020-04-12,127854,3022,60300,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,16,7510.2,43.9193,1560.493,171,,,,
408,DEU,2020-04-12,127854,3022,60300,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,45,912.5,11.26543,36.186040000000006,81,,,,
409,DEU,2020-04-12,127854,3022,60300,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,65,1615.8,67.325,603.3454,24,,,,
410,DEU,2020-04-13,130072,3194,64300,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0-14,535.4,89.23333000000001,27.34667,6,,,,
411,DEU,2020-04-13,130072,3194,64300,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,15,56762.2,242.5735,55430.44,234,,,,
412,DEU,2020-04-13,130072,3194,64300,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,16,7510.2,43.9193,1560.493,171,,,,
413,DEU,2020-04-13,130072,3194,64300,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,45,912.5,11.26543,36.186040000000006,81,,,,
414,DEU,2020-04-13,130072,3194,64300,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,65,1615.8,67.325,603.3454,24,,,,
415,DEU,2020-04-14,132210,3495,68200,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0-14,535.4,89.23333000000001,27.34667,6,,,,
416,DEU,2020-04-14,132210,3495,68200,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,15,56762.2,242.5735,55430.44,234,,,,
417,DEU,2020-04-14,132210,3495,68200,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,16,7510.2,43.9193,1560.493,171,,,,
418,DEU,2020-04-14,132210,3495,68200,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,45,912.5,11.26543,36.186040000000006,81,,,,
419,DEU,2020-04-14,132210,3495,68200,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,65,1615.8,67.325,603.3454,24,,,,
420,DEU,2020-04-15,134753,3804,72600,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0-14,535.4,89.23333000000001,27.34667,6,,,,
421,DEU,2020-04-15,134753,3804,72600,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,15,56762.2,242.5735,55430.44,234,,,,
422,DEU,2020-04-15,134753,3804,72600,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,16,7510.2,43.9193,1560.493,171,,,,
423,DEU,2020-04-15,134753,3804,72600,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,45,912.5,11.26543,36.186040000000006,81,,,,
424,DEU,2020-04-15,134753,3804,72600,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,65,1615.8,67.325,603.3454,24,,,,
425,DEU,2020-04-16,137698,4052,77000,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0-14,535.4,89.23333000000001,27.34667,6,,,,
426,DEU,2020-04-16,137698,4052,77000,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,15,56762.2,242.5735,55430.44,234,,,,
427,DEU,2020-04-16,137698,4052,77000,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,16,7510.2,43.9193,1560.493,171,,,,
428,DEU,2020-04-16,137698,4052,77000,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,45,912.5,11.26543,36.186040000000006,81,,,,
429,DEU,2020-04-16,137698,4052,77000,1530,497,513,520,DE,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,65,1615.8,67.325,603.3454,24,,,,
