,Unnamed: 0,cou,date,confirmed,deaths,recovered,totalscore,readingscore,mathscore,sciencescore,cca2,TRY,UPPSRY,BUPPSRY,total population,life expectency both,urban population %,population density,Medical graduates,Dentists graduates,Pharmacists graduates,Midwives graduates,Nursing graduates,Hospitals,General hospitals,Total hospital beds,Beds in publicly owned hospitals,Practising physicians,Generalist medical practitioners,medical group of specialists,Surgical group of specialists,Practising midwives,Practising nurses,"Professional nurses, practising","Associate Professional nurses, practising",Practising pharmacists,Specialist medical practitioners,age,sum,mean,variance,count,snwd,prcp,tmax,tmin
0,0,0,0,0,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0,535.4,89.23333000000002,27.34667,6,0.0,0.0,23.0,-20.0
1,1,0,0,0,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,1,56762.2,242.5735,55430.44,234,0.0,0.0,23.0,-20.0
2,2,0,0,0,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,2,7510.2,43.9193,1560.493,171,0.0,0.0,23.0,-20.0
3,3,0,0,0,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,3,912.5,11.26543,36.18604000000001,81,0.0,0.0,23.0,-20.0
4,4,0,0,0,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,4,1615.8,67.325,603.3454,24,0.0,0.0,23.0,-20.0
5,5,0,1,0,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0,535.4,89.23333000000002,27.34667,6,0.0,0.0,28.5,-27.0
6,6,0,1,0,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,1,56762.2,242.5735,55430.44,234,0.0,0.0,28.5,-27.0
7,7,0,1,0,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,2,7510.2,43.9193,1560.493,171,0.0,0.0,28.5,-27.0
8,8,0,1,0,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,3,912.5,11.26543,36.18604000000001,81,0.0,0.0,28.5,-27.0
9,9,0,1,0,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,4,1615.8,67.325,603.3454,24,0.0,0.0,28.5,-27.0
10,10,0,2,0,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0,535.4,89.23333000000002,27.34667,6,0.0,0.0,56.5,-36.0
11,11,0,2,0,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,1,56762.2,242.5735,55430.44,234,0.0,0.0,56.5,-36.0
12,12,0,2,0,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,2,7510.2,43.9193,1560.493,171,0.0,0.0,56.5,-36.0
13,13,0,2,0,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,3,912.5,11.26543,36.18604000000001,81,0.0,0.0,56.5,-36.0
14,14,0,2,0,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,4,1615.8,67.325,603.3454,24,0.0,0.0,56.5,-36.0
15,15,0,3,0,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0,535.4,89.23333000000002,27.34667,6,0.0,0.0,46.5,-19.5
16,16,0,3,0,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,1,56762.2,242.5735,55430.44,234,0.0,0.0,46.5,-19.5
17,17,0,3,0,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,2,7510.2,43.9193,1560.493,171,0.0,0.0,46.5,-19.5
18,18,0,3,0,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,3,912.5,11.26543,36.18604000000001,81,0.0,0.0,46.5,-19.5
19,19,0,3,0,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,4,1615.8,67.325,603.3454,24,0.0,0.0,46.5,-19.5
20,20,0,4,0,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0,535.4,89.23333000000002,27.34667,6,0.0,5.5,45.5,-16.5
21,21,0,4,0,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,1,56762.2,242.5735,55430.44,234,0.0,5.5,45.5,-16.5
22,22,0,4,0,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,2,7510.2,43.9193,1560.493,171,0.0,5.5,45.5,-16.5
23,23,0,4,0,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,3,912.5,11.26543,36.18604000000001,81,0.0,5.5,45.5,-16.5
24,24,0,4,0,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,4,1615.8,67.325,603.3454,24,0.0,5.5,45.5,-16.5
25,25,0,5,1,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0,535.4,89.23333000000002,27.34667,6,0.0,26.5,97.5,8.5
26,26,0,5,1,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,1,56762.2,242.5735,55430.44,234,0.0,26.5,97.5,8.5
27,27,0,5,1,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,2,7510.2,43.9193,1560.493,171,0.0,26.5,97.5,8.5
28,28,0,5,1,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,3,912.5,11.26543,36.18604000000001,81,0.0,26.5,97.5,8.5
29,29,0,5,1,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,4,1615.8,67.325,603.3454,24,0.0,26.5,97.5,8.5
30,30,0,6,4,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0,535.4,89.23333000000002,27.34667,6,0.0,58.0,80.0,15.0
31,31,0,6,4,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,1,56762.2,242.5735,55430.44,234,0.0,58.0,80.0,15.0
32,32,0,6,4,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,2,7510.2,43.9193,1560.493,171,0.0,58.0,80.0,15.0
33,33,0,6,4,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,3,912.5,11.26543,36.18604000000001,81,0.0,58.0,80.0,15.0
34,34,0,6,4,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,4,1615.8,67.325,603.3454,24,0.0,58.0,80.0,15.0
35,35,0,7,4,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0,535.4,89.23333000000002,27.34667,6,0.0,8.0,56.0,19.5
36,36,0,7,4,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,1,56762.2,242.5735,55430.44,234,0.0,8.0,56.0,19.5
37,37,0,7,4,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,2,7510.2,43.9193,1560.493,171,0.0,8.0,56.0,19.5
38,38,0,7,4,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,3,912.5,11.26543,36.18604000000001,81,0.0,8.0,56.0,19.5
39,39,0,7,4,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,4,1615.8,67.325,603.3454,24,0.0,8.0,56.0,19.5
40,40,0,8,4,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0,535.4,89.23333000000002,27.34667,6,0.0,16.5,85.5,19.5
41,41,0,8,4,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,1,56762.2,242.5735,55430.44,234,0.0,16.5,85.5,19.5
42,42,0,8,4,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,2,7510.2,43.9193,1560.493,171,0.0,16.5,85.5,19.5
43,43,0,8,4,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,3,912.5,11.26543,36.18604000000001,81,0.0,16.5,85.5,19.5
44,44,0,8,4,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,4,1615.8,67.325,603.3454,24,0.0,16.5,85.5,19.5
45,45,0,9,5,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0,535.4,89.23333000000002,27.34667,6,0.0,0.0,127.5,68.5
46,46,0,9,5,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,1,56762.2,242.5735,55430.44,234,0.0,0.0,127.5,68.5
47,47,0,9,5,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,2,7510.2,43.9193,1560.493,171,0.0,0.0,127.5,68.5
48,48,0,9,5,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,3,912.5,11.26543,36.18604000000001,81,0.0,0.0,127.5,68.5
49,49,0,9,5,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,4,1615.8,67.325,603.3454,24,0.0,0.0,127.5,68.5
50,50,0,10,8,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0,535.4,89.23333000000002,27.34667,6,0.0,64.0,136.5,65.0
51,51,0,10,8,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,1,56762.2,242.5735,55430.44,234,0.0,64.0,136.5,65.0
52,52,0,10,8,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,2,7510.2,43.9193,1560.493,171,0.0,64.0,136.5,65.0
53,53,0,10,8,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,3,912.5,11.26543,36.18604000000001,81,0.0,64.0,136.5,65.0
54,54,0,10,8,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,4,1615.8,67.325,603.3454,24,0.0,64.0,136.5,65.0
55,55,0,11,10,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0,535.4,89.23333000000002,27.34667,6,0.0,122.0,102.5,61.5
56,56,0,11,10,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,1,56762.2,242.5735,55430.44,234,0.0,122.0,102.5,61.5
57,57,0,11,10,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,2,7510.2,43.9193,1560.493,171,0.0,122.0,102.5,61.5
58,58,0,11,10,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,3,912.5,11.26543,36.18604000000001,81,0.0,122.0,102.5,61.5
59,59,0,11,10,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,4,1615.8,67.325,603.3454,24,0.0,122.0,102.5,61.5
60,60,0,12,12,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0,535.4,89.23333000000002,27.34667,6,0.0,103.0,108.5,54.5
61,61,0,12,12,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,1,56762.2,242.5735,55430.44,234,0.0,103.0,108.5,54.5
62,62,0,12,12,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,2,7510.2,43.9193,1560.493,171,0.0,103.0,108.5,54.5
63,63,0,12,12,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,3,912.5,11.26543,36.18604000000001,81,0.0,103.0,108.5,54.5
64,64,0,12,12,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,4,1615.8,67.325,603.3454,24,0.0,103.0,108.5,54.5
65,65,0,13,12,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0,535.4,89.23333000000002,27.34667,6,0.0,13.0,98.0,22.5
66,66,0,13,12,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,1,56762.2,242.5735,55430.44,234,0.0,13.0,98.0,22.5
67,67,0,13,12,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,2,7510.2,43.9193,1560.493,171,0.0,13.0,98.0,22.5
68,68,0,13,12,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,3,912.5,11.26543,36.18604000000001,81,0.0,13.0,98.0,22.5
69,69,0,13,12,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,4,1615.8,67.325,603.3454,24,0.0,13.0,98.0,22.5
70,70,0,14,12,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,0,535.4,89.23333000000002,27.34667,6,0.0,0.0,47.0,-16.5
71,71,0,14,12,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,1,56762.2,242.5735,55430.44,234,0.0,0.0,47.0,-16.5
72,72,0,14,12,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,2,7510.2,43.9193,1560.493,171,0.0,0.0,47.0,-16.5
73,73,0,14,12,0,0,1530,497,513,520,0,0.2858,0.5794,0.1348,83783942,81.9,76.4,240,9928.0,2192.0,2233.0,592.0,45038.0,3084.0,1592.0,661448.0,269448.0,351195.0,21206.0,22632.0,111411.0,0.0,24000.0,1069000.0,902000.0,97339.0,24119.5,3,912.5,11.26543,36.18604000000001,81,0.0,0.0,47.0,-16.5
